Development_Status_Origin,Use,Region_Destination,Development_Status_Destination,Value
EMDE,Mitigation,Middle East & North Africa,EMDE,0.00453
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00208
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00374
LDC,Mitigation,Latin America & Caribbean,EMDE,0
LDC,Dual benefit,Latin America & Caribbean,EMDE,0.0005
LDC,Dual benefit,Middle East & North Africa,EMDE,0.0001
Advanced,Adaptation,East Asia & Pacific,Advanced,0.01568
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00093
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.01383
Advanced,Adaptation,South Asia,LDC,0.06619
China,Adaptation,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,East Asia & Pacific,China,0.00003
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.17099
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.05803
China,Mitigation,Sub-Saharan Africa,EMDE,0
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Advanced,Mitigation,Middle East & North Africa,LDC,0
Advanced,Mitigation,Transregional,EMDE,0.01187
Advanced,Mitigation,Transregional,EMDE,0.1284
China,Mitigation,Transregional,EMDE,0
Advanced,Dual benefit,Transregional,EMDE,0.00217
Advanced,Mitigation,Transregional,Advanced,0.05763
LDC,Mitigation,Transregional,EMDE,0.00127
Advanced,Adaptation,Transregional,EMDE,0.00029
EMDE,Adaptation,Transregional,Advanced,0
EMDE,Adaptation,Transregional,Advanced,0
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00004
Advanced,Mitigation,East Asia & Pacific,China,0.00057
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00021
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
China,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00002
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00032
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00173
Transregional,Mitigation,Sub-Saharan Africa,LDC,0.00044
Advanced,Dual benefit,East Asia & Pacific,Advanced,0.00006
EMDE,Mitigation,Western Europe,Advanced,0.00001
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.06946
EMDE,Mitigation,East Asia & Pacific,EMDE,0.00709
EMDE,Mitigation,Middle East & North Africa,EMDE,1.10465
Advanced,Mitigation,US & Canada,Advanced,0.02327
Advanced,Dual benefit,East Asia & Pacific,China,0.00007
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00023
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00027
China,Mitigation,South Asia,EMDE,0
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00353
Advanced,Dual benefit,South Asia,LDC,0.00035
Advanced,Mitigation,Western Europe,Advanced,0.00204
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,South Asia,EMDE,0.00079
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.0032
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00079
EMDE,Mitigation,East Asia & Pacific,EMDE,0.0957
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00001
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,East Asia & Pacific,LDC,0.01236
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00073
Transregional,Adaptation,Latin America & Caribbean,EMDE,0.00001
Transregional,Adaptation,Sub-Saharan Africa,LDC,0.00005
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00734
Advanced,Adaptation,Middle East & North Africa,Advanced,0
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00004
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00706
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00003
EMDE,Adaptation,Latin America & Caribbean,EMDE,0
LDC,Adaptation,Latin America & Caribbean,EMDE,0
LDC,Adaptation,South Asia,LDC,0.00024
Unknown,Adaptation,East Asia & Pacific,EMDE,0.00025
LDC,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Transregional,LDC,0.00036
Advanced,Mitigation,Transregional,LDC,0.0065
Advanced,Mitigation,Transregional,LDC,0
EMDE,Mitigation,Transregional,Advanced,0.00004
Advanced,Adaptation,Transregional,EMDE,0.01079
EMDE,Adaptation,Transregional,LDC,0.00001
China,Adaptation,Transregional,LDC,0.00001
Advanced,Adaptation,Transregional,LDC,0.00001
EMDE,Adaptation,Transregional,EMDE,0.00013
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0.00044
Advanced,Mitigation,East Asia & Pacific,China,0.0007
China,Mitigation,Latin America & Caribbean,EMDE,0.0004
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.0001
Advanced,Mitigation,East Asia & Pacific,LDC,0.00197
China,Mitigation,East Asia & Pacific,EMDE,0.00011
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.01701
LDC,Mitigation,Latin America & Caribbean,LDC,0.00002
China,Mitigation,Western Europe,Advanced,0
Advanced,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00003
Advanced,Mitigation,US & Canada,Advanced,1.28508
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00449
Advanced,Mitigation,East Asia & Pacific,LDC,0.00002
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.01163
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.0929
EMDE,Mitigation,South Asia,EMDE,0.02697
EMDE,Mitigation,East Asia & Pacific,EMDE,0.58636
Unknown,Mitigation,East Asia & Pacific,EMDE,0.01402
Advanced,Mitigation,East Asia & Pacific,LDC,0
LDC,Mitigation,South Asia,EMDE,0.03945
Advanced,Mitigation,South Asia,EMDE,0.01152
LDC,Mitigation,Sub-Saharan Africa,LDC,0.38464
China,Mitigation,Sub-Saharan Africa,EMDE,0.00008
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.19278
Advanced,Mitigation,South Asia,EMDE,0.00112
Advanced,Mitigation,Western Europe,Advanced,17.19633
Advanced,Mitigation,US & Canada,Advanced,0.0052
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.0001
Advanced,Adaptation,East Asia & Pacific,LDC,0
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00722
Advanced,Adaptation,East Asia & Pacific,LDC,0.0008
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00691
LDC,Adaptation,Middle East & North Africa,EMDE,0
China,Adaptation,Sub-Saharan Africa,LDC,0.00136
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.0121
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00037
EMDE,Adaptation,Middle East & North Africa,EMDE,0.00002
EMDE,Adaptation,Middle East & North Africa,EMDE,0.00001
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00009
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00228
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00498
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00227
LDC,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00423
China,Adaptation,Sub-Saharan Africa,EMDE,0
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00012
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00001
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0
China,Dual benefit,Transregional,Advanced,0
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,LDC,0.0027
EMDE,Mitigation,Transregional,Advanced,0
LDC,Adaptation,Transregional,LDC,0
Advanced,Adaptation,Transregional,EMDE,0.04629
Advanced,Adaptation,Transregional,LDC,0.00001
Advanced,Adaptation,Transregional,Advanced,0.00223
EMDE,Adaptation,Transregional,Advanced,0.00008
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
China,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0055
China,Dual benefit,South Asia,EMDE,0.00004
Advanced,Mitigation,South Asia,EMDE,0.01654
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00068
Advanced,Mitigation,Western Europe,Advanced,0.0001
Advanced,Mitigation,Other Oceania,Advanced,0.16281
China,Mitigation,Sub-Saharan Africa,EMDE,0.00071
Advanced,Mitigation,South Asia,LDC,0.00027
Advanced,Mitigation,East Asia & Pacific,Advanced,0
EMDE,Mitigation,US & Canada,Advanced,0.00809
China,Mitigation,East Asia & Pacific,China,0.01659
Transregional,Mitigation,Sub-Saharan Africa,LDC,0.00601
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.28021
LDC,Mitigation,Middle East & North Africa,LDC,0.03776
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00004
Advanced,Mitigation,East Asia & Pacific,China,0.00008
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00289
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.02904
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.01057
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00064
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00082
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00977
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00001
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,South Asia,LDC,0.00014
LDC,Mitigation,South Asia,EMDE,0.00231
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.00163
Advanced,Mitigation,Other Oceania,Advanced,2.48762
China,Mitigation,Latin America & Caribbean,LDC,0
LDC,Mitigation,East Asia & Pacific,China,0.00339
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00419
LDC,Adaptation,East Asia & Pacific,LDC,0.00069
China,Adaptation,South Asia,EMDE,0.0028
EMDE,Adaptation,South Asia,LDC,0.00699
LDC,Adaptation,Middle East & North Africa,EMDE,0.00001
Advanced,Adaptation,East Asia & Pacific,LDC,0.00973
Transregional,Adaptation,Middle East & North Africa,EMDE,0.00002
LDC,Adaptation,Latin America & Caribbean,EMDE,0
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0
Advanced,Adaptation,Western Europe,Advanced,1.79101
Advanced,Adaptation,Middle East & North Africa,EMDE,0.02677
LDC,Adaptation,East Asia & Pacific,EMDE,0
EMDE,Dual benefit,Middle East & North Africa,LDC,0
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00053
Advanced,Adaptation,Other Oceania,Advanced,0.00023
Advanced,Mitigation,Western Europe,Advanced,0.00067
Advanced,Mitigation,Transregional,EMDE,0.00136
Advanced,Mitigation,Transregional,EMDE,0
Advanced,Dual benefit,Transregional,EMDE,0.00031
Advanced,Mitigation,Transregional,Advanced,0
LDC,Adaptation,Transregional,EMDE,0.00014
Advanced,Dual benefit,Western Europe,Advanced,0.00043
Advanced,Dual benefit,Western Europe,Advanced,0.00014
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.01012
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00023
Advanced,Dual benefit,East Asia & Pacific,China,0.0007
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00012
EMDE,Mitigation,Western Europe,Advanced,0.20111
EMDE,Mitigation,Middle East & North Africa,EMDE,1.0277
Advanced,Mitigation,US & Canada,Advanced,0.42585
Advanced,Mitigation,East Asia & Pacific,Advanced,0.00106
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.02472
Advanced,Mitigation,Western Europe,Advanced,13.04738
China,Mitigation,Latin America & Caribbean,EMDE,0.08715
China,Mitigation,East Asia & Pacific,LDC,0.01929
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.0061
Unknown,Mitigation,Central Asia & Eastern Europe,Advanced,0.00106
China,Dual benefit,Middle East & North Africa,EMDE,0.00002
Advanced,Mitigation,Latin America & Caribbean,LDC,0
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00049
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.01746
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00004
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.36504
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.05657
Advanced,Mitigation,East Asia & Pacific,LDC,0.00001
China,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0
EMDE,Mitigation,South Asia,EMDE,0.03808
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00093
EMDE,Mitigation,Western Europe,Advanced,0.28318
China,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Adaptation,East Asia & Pacific,China,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00214
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00094
Advanced,Adaptation,East Asia & Pacific,LDC,0.0035
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00005
Transregional,Adaptation,Sub-Saharan Africa,EMDE,0.00013
Advanced,Adaptation,South Asia,EMDE,0.00001
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00001
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00523
LDC,Adaptation,Latin America & Caribbean,EMDE,0
China,Adaptation,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00042
China,Adaptation,East Asia & Pacific,China,0.00011
Advanced,Adaptation,South Asia,LDC,0.06701
EMDE,Adaptation,Middle East & North Africa,EMDE,0.00854
EMDE,Adaptation,East Asia & Pacific,LDC,0.00002
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00878
Advanced,Adaptation,Western Europe,Advanced,0.00913
LDC,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Transregional,EMDE,0.30533
China,Mitigation,Transregional,EMDE,0.00009
Advanced,Dual benefit,Transregional,EMDE,0.00007
EMDE,Dual benefit,Transregional,LDC,0.0006
Transregional,Adaptation,Transregional,Transregional,0.00001
EMDE,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00015
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00036
EMDE,Mitigation,South Asia,EMDE,0.03021
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.00005
Transregional,Mitigation,Latin America & Caribbean,EMDE,0.00005
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00004
EMDE,Mitigation,Western Europe,Advanced,0.00445
Advanced,Mitigation,Western Europe,Advanced,0.00024
Advanced,Mitigation,East Asia & Pacific,Advanced,0.05723
Advanced,Mitigation,Other Oceania,Advanced,0.21164
EMDE,Mitigation,South Asia,EMDE,0.01127
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00815
LDC,Dual benefit,South Asia,EMDE,0.00015
Advanced,Dual benefit,South Asia,EMDE,0.0053
China,Mitigation,South Asia,LDC,0.0165
Advanced,Dual benefit,Western Europe,Advanced,0.0001
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.001
Advanced,Mitigation,East Asia & Pacific,EMDE,0.02924
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
China,Mitigation,Sub-Saharan Africa,LDC,0.00093
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.0042
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00005
Advanced,Mitigation,Middle East & North Africa,LDC,0.0037
Advanced,Mitigation,Latin America & Caribbean,LDC,0
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00086
China,Mitigation,South Asia,LDC,0.00005
Unknown,Mitigation,Central Asia & Eastern Europe,EMDE,0.03092
EMDE,Mitigation,South Asia,EMDE,0.33888
Advanced,Mitigation,East Asia & Pacific,Advanced,0.0408
Advanced,Adaptation,US & Canada,Advanced,0.01359
China,Adaptation,East Asia & Pacific,China,3.8426
LDC,Adaptation,East Asia & Pacific,China,0.00001
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00088
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.01271
Advanced,Adaptation,East Asia & Pacific,LDC,0
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00475
China,Adaptation,Latin America & Caribbean,EMDE,0.00011
EMDE,Adaptation,Central Asia & Eastern Europe,Advanced,0.00218
Advanced,Adaptation,East Asia & Pacific,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Adaptation,East Asia & Pacific,LDC,0.00053
China,Mitigation,Sub-Saharan Africa,EMDE,0
LDC,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Dual benefit,South Asia,LDC,0.00034
LDC,Mitigation,Transregional,Advanced,0
EMDE,Mitigation,Transregional,EMDE,0.00128
Advanced,Dual benefit,Transregional,LDC,0.00008
Advanced,Adaptation,Transregional,EMDE,0.00843
Advanced,Adaptation,Transregional,LDC,0.34265
Advanced,Adaptation,Transregional,Advanced,0.00088
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00022
Advanced,Dual benefit,Middle East & North Africa,LDC,0.02989
Advanced,Mitigation,Western Europe,Advanced,0.74109
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00148
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.0001
EMDE,Dual benefit,Sub-Saharan Africa,EMDE,0.0024
Advanced,Mitigation,East Asia & Pacific,China,0.00067
Advanced,Mitigation,Western Europe,Advanced,0.31494
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Middle East & North Africa,Advanced,0.00873
Advanced,Mitigation,Western Europe,Advanced,1.63572
EMDE,Mitigation,East Asia & Pacific,LDC,0.26715
EMDE,Mitigation,East Asia & Pacific,EMDE,0.0053
LDC,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Mitigation,East Asia & Pacific,LDC,0.03098
Transregional,Mitigation,Sub-Saharan Africa,LDC,0.00003
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0.00027
LDC,Mitigation,Middle East & North Africa,EMDE,0.00024
Advanced,Dual benefit,Western Europe,Advanced,0.22348
Advanced,Mitigation,Western Europe,Advanced,0
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00181
Advanced,Dual benefit,East Asia & Pacific,China,0.00001
China,Dual benefit,East Asia & Pacific,China,0.00004
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00066
LDC,Mitigation,South Asia,EMDE,0.00122
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.01135
Advanced,Mitigation,South Asia,EMDE,0.00023
Advanced,Mitigation,Western Europe,Advanced,0.21386
Advanced,Mitigation,East Asia & Pacific,LDC,0
China,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Western Europe,Advanced,0.00001
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.01454
China,Dual benefit,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00313
EMDE,Adaptation,East Asia & Pacific,China,0.00604
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00315
China,Adaptation,Latin America & Caribbean,EMDE,0.00001
LDC,Adaptation,Sub-Saharan Africa,EMDE,0.00004
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00615
LDC,Adaptation,Sub-Saharan Africa,LDC,0
EMDE,Adaptation,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00507
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00005
EMDE,Adaptation,South Asia,EMDE,0.00004
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00001
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.00001
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.001
Advanced,Dual benefit,Other Oceania,Advanced,0.00508
EMDE,Mitigation,Western Europe,Advanced,0.00839
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Adaptation,Western Europe,Advanced,0.00008
China,Mitigation,Transregional,LDC,0
EMDE,Mitigation,Transregional,LDC,0.00006
Advanced,Dual benefit,Transregional,EMDE,0.00014
Advanced,Mitigation,Transregional,LDC,0.00034
Advanced,Dual benefit,Transregional,Advanced,0.00371
Advanced,Mitigation,Transregional,LDC,0.02579
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,Advanced,0
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00827
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.51973
Advanced,Dual benefit,South Asia,EMDE,0.01294
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00817
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0005
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.0001
China,Dual benefit,East Asia & Pacific,China,0.00001
China,Mitigation,Sub-Saharan Africa,LDC,0.00003
LDC,Mitigation,East Asia & Pacific,LDC,0
EMDE,Dual benefit,East Asia & Pacific,LDC,0.00031
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.01379
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00334
Transregional,Mitigation,Latin America & Caribbean,EMDE,0.00005
EMDE,Mitigation,Latin America & Caribbean,LDC,0.00345
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00017
Unknown,Mitigation,Central Asia & Eastern Europe,Advanced,0.00262
EMDE,Mitigation,Central Asia & Eastern Europe,Advanced,0.00086
EMDE,Mitigation,East Asia & Pacific,EMDE,0.13515
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00387
Advanced,Dual benefit,South Asia,EMDE,0
Advanced,Mitigation,East Asia & Pacific,Advanced,0.04072
LDC,Mitigation,East Asia & Pacific,LDC,0.10179
Advanced,Mitigation,US & Canada,Advanced,7.32889
Advanced,Mitigation,US & Canada,Advanced,0.18195
Advanced,Mitigation,South Asia,LDC,0.00169
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00027
Advanced,Mitigation,Latin America & Caribbean,LDC,0.00027
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.02777
Transregional,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.02557
LDC,Mitigation,Latin America & Caribbean,EMDE,0.0001
LDC,Mitigation,South Asia,EMDE,0.00017
Advanced,Mitigation,Western Europe,Advanced,0.03221
China,Mitigation,East Asia & Pacific,China,0.27852
Advanced,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00002
China,Mitigation,Sub-Saharan Africa,EMDE,0.00139
